0.6858585859,7.39393939394E-05,97702.6373452,0.0021843028
1.9161616162,4.42424242424E-05,88940.1384445,0.0069543609
1.4474747475,5.09090909091E-05,72273.1100258,0.0629207837
2.2090909091,4.12121212121E-05,69249.4838326,0.0938326639
1.1545454546,5.69696969697E-05,65129.8967766,0.1617790713
1.5939393939,4.84848484848E-05,64635.9510011,0.1726913955
0.8909090909,6.48484848485E-05,63025.1846958,0.2136568699
2.4141414141,3.93939393939E-05,49932.4715575,1.2061242022
0.9787878788,6.18181818182E-05,11263.9488308,200.129380059
2.7363636364,3.69696969697E-05,11260.9136454,200.20245023
2.6484848485,3.75757575758E-05,11258.3852671,200.26284458
2.2676767677,4.06060606061E-05,11255.9558347,200.321353825
1.4767676768,0.000050303,11236.6198464,200.808093039
2.5606060606,3.81818181818E-05,11234.3789908,200.830345015
1.8575757576,4.48484848485E-05,11230.406679,200.968123983
1.0373737374,0.00006,11212.1925163,201.435629832
2.8242424242,3.63636363636E-05,11212.0814845,201.438496631
1.1252525253,5.75757575758E-05,11195.6031208,201.841925567
0.9202020202,6.36363636364E-05,11131.4068515,203.540403508
1.7111111111,4.66666666667E-05,11131.0570553,203.549717735
2.9121212121,3.57575757576E-05,11068.0526988,205.237299665
2.3262626263,0.00004,10965.3417131,208.036485377
1.6232323232,4.78787878788E-05,10936.1508767,208.83653106
2.4727272727,3.87878787879E-05,10913.808845,209.450581642
0.7151515152,7.21212121212E-05,10903.7463508,209.727785075
1.5060606061,0.000049697,10898.5655954,209.870690106
1.798989899,4.54545454545E-05,10786.2450501,213.011032331
0.6272727273,7.69696969697E-05,10762.0382414,213.690465752
1.9454545455,4.36363636364E-05,10577.6033558,218.924937659
0.7444444444,7.09090909091E-05,10566.8774898,219.496011101
1.7696969697,4.60606060606E-05,10528.2622548,220.548198638
1.0080808081,6.06060606061E-05,10509.7576108,220.89285361
2.1797979798,4.12121212121E-05,10487.2486451,221.549608954
2.3848484849,3.93939393939E-05,10431.2774715,223.191504636
1.301010101,5.33333333333E-05,10414.9758718,223.672239308
1.5353535354,4.90909090909E-05,10389.2688584,224.432079592
1.2717171717,5.39393939394E-05,10385.989493,224.529209883
0.803030303,6.78787878788E-05,10385.0160727,224.558043967
0.9494949495,6.24242424242E-05,10384.686022,224.567821389
2.7070707071,3.69696969697E-05,10380.1733373,224.701647222
0.8323232323,6.66666666667E-05,10348.9335294,225.629609695
1.3303030303,5.27272727273E-05,10318.7144313,226.530718672
2.6191919192,3.75757575758E-05,10302.7489612,227.008601895
1.3595959596,5.21212121212E-05,10119.0086488,232.570315533
0.7737373737,6.90909090909E-05,10117.5569394,232.614882768
1.8868686869,4.42424242424E-05,10110.944732,232.817985325
1.2424242424,5.45454545455E-05,10098.6257988,233.204690091
1.6525252525,4.72727272727E-05,10091.1767689,233.426190149
2.794949495,3.63636363636E-05,10068.3163068,234.139309322
1.7404040404,4.60606060606E-05,10065.9186035,234.2057721
0.8616161616,6.54545454545E-05,10016.7480091,235.730893317
2.2383838384,4.06060606061E-05,9983.79626973,236.758508268
2.5313131313,3.81818181818E-05,9959.25088557,237.526928068
1.2131313131,5.51515151515E-05,9943.35578355,238.025863358
0.6858585859,7.33333333333E-05,9861.45567118,240.613604729
1.0666666667,5.87878787879E-05,9734.04790725,244.696264217
2.8828282828,3.57575757576E-05,9711.8058293,245.415894458
1.3888888889,5.15151515152E-05,9703.04965351,245.699859891
1.1838383838,5.57575757576E-05,9405.79163469,255.53239391
2.296969697,0.00004,9154.48670213,264.153994622
2.9707070707,3.51515151515E-05,8882.15837827,273.831626828
1.1545454546,5.63636363636E-05,8738.08288186,279.091058215
0.9787878788,6.12121212121E-05,8714.73439022,279.953099173
1.4474747475,0.000050303,8437.82322457,290.382478511
1.6818181818,4.66666666667E-05,8434.32489892,290.516697411
2.6777777778,3.69696969697E-05,8276.83662638,296.623689393
2.0333333333,4.24242424242E-05,8261.22766397,297.235948859
1.0373737374,5.93939393939E-05,8252.18248879,297.591338144
2.0919191919,4.18181818182E-05,8174.22294373,300.671959349
0.6272727273,7.63636363636E-05,8145.27994257,301.823878955
0.7151515152,7.15151515152E-05,8126.21520762,302.584915665
2.7656565657,3.63636363636E-05,8092.98220814,303.916270879
2.5898989899,3.75757575758E-05,8074.68083061,304.651958088
1.9747474748,4.30303030303E-05,8054.1846374,305.477967492
1.7696969697,4.54545454545E-05,8050.53832691,305.625148172
0.9202020202,6.30303030303E-05,8012.13315014,307.179650781
2.3555555556,3.93939393939E-05,7996.70977144,307.806169646
0.597979798,7.81818181818E-05,7967.5935407,308.992394203
1.5939393939,4.78787878788E-05,7892.61917079,312.068055721
2.1505050505,4.12121212121E-05,7798.27296285,315.982303644
1.1252525253,5.69696969697E-05,7769.89983341,317.168929598
1.9161616162,4.36363636364E-05,7551.68283843,326.443021684
0.6565656566,7.45454545455E-05,7546.9295946,326.648081865
2.8535353535,3.57575757576E-05,7546.32938935,326.673984548
0.7444444444,0.000070303,7251.18609053,339.737287118
1.8282828283,4.48484848485E-05,7200.2611672,342.027265596
0.8909090909,6.42424242424E-05,7175.35984212,343.15368018
2.4434343434,3.87878787879E-05,7141.37299688,344.697069955
1.5646464647,4.84848484848E-05,7096.06946312,346.772213522
1.4181818182,5.09090909091E-05,7078.76450116,347.560304977
2.9414141414,3.51515151515E-05,6596.50097645,370.35312246
0.803030303,6.72727272727E-05,6577.33151346,371.292380463
2.004040404,4.30303030303E-05,6564.15203572,372.186056553
1.095959596,5.81818181818E-05,6550.31811399,372.862719039
2.0626262626,4.24242424242E-05,6549.9585468,372.895273643
0.597979798,7.87878787879E-05,6543.2043171,373.225982341
2.1212121212,4.18181818182E-05,6542.54737298,373.243221067
0.6565656566,7.51515151515E-05,6513.27341599,374.682751189
1.095959596,5.75757575758E-05,6503.00014417,374.956829534
3,3.51515151515E-05,6488.35807489,375.911955199
2.502020202,3.87878787879E-05,6099.2193344,395.803183933
2.0333333333,4.30303030303E-05,6092.24248934,396.171778058
2.0919191919,4.24242424242E-05,6091.0344078,396.235675648
0.803030303,6.84848484848E-05,6079.14939465,396.864517985
0.8323232323,6.72727272727E-05,6074.39389709,397.114780706
2.502020202,3.81818181818E-05,6037.02867564,398.808631434
1.4767676768,0.000049697,6021.55607068,399.624638795
2.2090909091,4.06060606061E-05,5717.91500178,415.981509023
0.5686868687,0.00008,5550.11792335,425.30608224
1.8575757576,4.42424242424E-05,5343.81243237,437.057583761
